completed_at,merchant,category,amount,first,last,gender,street,city,state,role,currency
2019-08-24T07:08:26,Padberg-Welch,grocery_pos,118.73,Connie,Carroll,F,872 Justin Views Suite 746,Duncan,MS,Trading standards officer,CAD
2020-04-16T04:54:48,Bahringer-Larson,grocery_net,61.91,Dalton,Jones,M,3304 Hernandez Run,Afton,MI,Technical brewer,CAD
2019-05-25T06:36:28,Torp-Lemke,misc_pos,33.02,Guy,Thompson,M,5812 Ramos Oval Suite 598,Ravenna,NE,"Solicitor, Scotland",USD
2020-01-02T23:55:46,"Nienow, Ankunding and Collier",misc_pos,7.13,James,Cooper,M,663 Ramirez Trace Apt. 951,Huntsville,AL,Television production assistant,USD
2019-12-12T07:21:46,Stiedemann Inc,misc_pos,4.95,Christopher,Henry,M,1198 Robert Stravenue Apt. 479,Armonk,NY,Television/film/video producer,CAD
2019-11-14T00:37:00,"Little, Gutmann and Lynch",shopping_net,3.6,Alicia,Bishop,F,222 Freeman Islands,Whigham,GA,"Editor, commissioning",CAD
2019-03-30T16:14:24,Kilback Group,food_dining,60.6,Thomas,Hale,M,949 Smith Parkway,Cazenovia,WI,Occupational hygienist,USD
2019-01-20T23:27:59,Kulas Group,health_fitness,3.71,Linda,Hurst,F,31701 Tucker Square Suite 893,Wilton,ND,"Designer, ceramics/pottery",CAD
2019-07-06T22:52:50,"Denesik, Powlowski and Pouros",home,94.23,Mackenzie,Smith,F,7178 Willis Drive,Hooper,NE,"Engineer, automotive",CAD
2019-08-11T12:09:16,"Hermiston, Russel and Price",food_dining,127.2,Victoria,Fleming,F,2807 Parker Station Suite 080,Stanchfield,MN,"Lecturer, further education",CAD
2019-11-05T20:18:29,Swift PLC,kids_pets,63.09,Nicholas,Mcmahon,M,2123 Jonathan Falls Suite 753,Heiskell,TN,"Geologist, wellsite",CAD
2019-06-28T06:19:32,"Jenkins, Hauck and Friesen",gas_transport,71.75,Jeffrey,Smith,M,713 Scott Pike Apt. 712,Bridger,MT,Chartered loss adjuster,CAD
2019-12-15T05:42:50,"Schaefer, McGlynn and Bosco",gas_transport,80.6,Teresa,Blankenship,F,6638 Lucero Mill Suite 952,Karnack,TX,Chiropodist,CAD
2019-03-27T23:53:03,"Roob, Conn and Tremblay",shopping_pos,4.0,Amy,Abbott,F,01505 Amy Stravenue,Dayton,OH,Environmental manager,USD
2020-01-19T09:28:02,Wolf Inc,grocery_pos,205.78,Debbie,Payne,F,204 Ashley Neck Apt. 169,Preston,CT,Broadcast presenter,CAD
2020-02-09T17:19:40,Jast-McDermott,shopping_pos,6.22,Robert,Evans,M,01892 Patricia Vista Apt. 828,Sachse,TX,Site engineer,CAD
2019-03-10T11:30:03,"Jenkins, Hauck and Friesen",gas_transport,45.17,Christine,Shaffer,F,14017 Thomas Plaza,Loami,IL,English as a foreign language teacher,USD
2019-12-09T10:50:21,Nader-Heller,misc_net,93.08,Gary,Barnes,M,2970 Flores Brooks,Smackover,AR,Financial adviser,USD
2019-05-07T09:23:54,Dibbert and Sons,entertainment,18.58,Mary,Rodriguez,F,8986 Fitzgerald Plains,Winslow,AR,Musician,CAD
2019-06-25T05:42:56,Bruen-Yost,misc_pos,191.62,Barbara,Lowe,F,67210 Lori Creek,Sherman,TX,Systems developer,CAD
2019-07-23T15:44:12,Hickle Group,shopping_pos,42.71,Deborah,Fisher,F,1911 Fisher Brook,Kirtland Afb,NM,"Surveyor, land/geomatics",CAD
2019-09-21T23:36:38,Kautzer and Sons,personal_care,18.0,Monique,Fox,F,755 Gardner Heights Apt. 420,Paxton,MA,Accounting technician,CAD
2019-10-19T13:51:39,Fisher Inc,shopping_net,8.86,Rebecca,Farley,F,383 Long Islands,Downsville,NY,"Psychotherapist, child",CAD
2020-06-17T08:37:21,Gutmann Ltd,grocery_net,27.42,Diana,Jacobs,F,69608 Perez Mountain Apt. 006,Viola,AR,Psychiatric nurse,CAD
2019-07-29T09:30:34,Bernhard-Lesch,food_dining,106.82,Christopher,Grimes,M,39631 Dunn Radial,Grantham,NH,Charity fundraiser,CAD
2019-10-22T16:45:00,"O'Reilly, Mohr and Purdy",home,58.49,Gina,Grimes,F,444 Robert Mews,Clarks Mills,PA,Energy manager,USD
2020-01-05T03:56:00,Pouros-Haag,shopping_pos,4.07,Susan,Mills,F,005 Cody Estates,Louisville,KY,Engineering geologist,USD
2019-04-28T15:35:49,Torphy-Kertzmann,health_fitness,27.56,Robert,Martinez,M,3683 Parrish Circles,Pueblo,CO,Further education lecturer,USD
2019-09-11T19:47:08,Wilkinson LLC,personal_care,62.18,William,Johnson,M,50843 Vincent Mission,South Londonderry,VT,Scientific laboratory technician,CAD
2019-03-31T16:32:29,Homenick LLC,personal_care,186.3,Jessica,Potter,F,7600 Stephen Course Suite 031,Red River,NM,"Surveyor, land/geomatics",USD
2019-08-16T17:03:29,Sawayn PLC,shopping_pos,132.81,Matthew,Myers,M,4936 Michelle Points,Tower Hill,IL,Radio broadcast assistant,CAD
2020-06-02T00:07:54,Pouros-Haag,shopping_pos,1.96,Nathan,Massey,M,5783 Evan Roads Apt. 465,Falmouth,MI,Furniture designer,CAD
2020-04-06T23:08:18,Cormier LLC,health_fitness,16.38,Brittany,Guerra,F,79209 Gary Dale,Colton,WA,Chief Marketing Officer,CAD
2019-12-28T08:46:37,"Raynor, Feest and Miller",gas_transport,62.71,Scott,Edwards,M,838 Amy Street Suite 107,Pembroke,NC,Hospital doctor,CAD
2019-03-28T15:08:54,Kilback and Sons,entertainment,126.68,Donna,Moreno,F,32301 Albert River Suite 364,Ronceverte,WV,Statistician,CAD
2019-02-03T20:26:37,Greenholt Ltd,health_fitness,46.8,Linda,Hurst,F,31701 Tucker Square Suite 893,Wilton,ND,"Designer, ceramics/pottery",CAD
2020-02-15T12:50:02,Yost-Rogahn,personal_care,101.42,Destiny,Lowe,F,79472 Stevens Trace Apt. 120,Hannawa Falls,NY,Chief Executive Officer,CAD
2019-12-23T18:43:25,"Klocko, Runolfsdottir and Breitenberg",health_fitness,106.29,Samuel,Frey,M,830 Myers Plaza Apt. 384,Edmond,OK,Media buyer,CAD
2019-04-27T09:50:49,Cummings LLC,gas_transport,49.44,Lauren,Torres,F,03030 White Lakes,Grandview,TX,"Radiographer, therapeutic",CAD
2019-11-30T03:37:29,DuBuque LLC,grocery_pos,42.6,Christopher,Gregory,M,9579 Porter Tunnel,Wauchula,FL,Teaching laboratory technician,USD
2019-11-24T18:09:27,"Heathcote, Yost and Kertzmann",shopping_net,131.42,Michael,Gross,M,230 Ryan Tunnel Apt. 025,Fulton,OH,Facilities manager,CAD
2019-05-14T14:29:27,Haag-Blanda,food_dining,3.51,Samuel,Jenkins,M,43235 Mckenzie Views Apt. 837,Westport,KY,Pensions consultant,USD
2020-01-26T08:38:01,"Rodriguez, Yost and Jenkins",misc_net,16.33,Stephanie,Cummings,F,1025 Robin Square,Ash Flat,AR,Hydrologist,CAD
2019-02-06T21:35:29,"Gutmann, McLaughlin and Wiza",home,50.37,Maureen,Garza,F,169 Edward Inlet,Saint Louis,MO,Occupational hygienist,CAD
2019-03-29T15:44:45,"Turcotte, McKenzie and Koss",entertainment,79.67,John,Peters,M,555 Michael Burgs,Mayersville,MS,Technical brewer,USD
2019-12-17T20:42:26,Champlin-Casper,home,18.56,Ashley,Whitehead,F,58188 Madison Meadow Apt. 949,Cowlesville,NY,Colour technologist,CAD
2020-04-12T06:50:57,"Schoen, Kuphal and Nitzsche",grocery_pos,199.44,Dawn,Tucker,F,789 Herring Manors,Houston,TX,"Copywriter, advertising",CAD
2019-03-27T17:37:01,Ruecker-Mayert,kids_pets,19.21,Linda,Park,F,24607 Charles Mountains,Fenelton,PA,Operations geologist,CAD
2020-06-21T04:46:33,Wilkinson Ltd,entertainment,57.01,Justin,Aguilar,M,184 Miller Manors,Wittenberg,WI,Senior tax professional/tax inspector,CAD
2019-06-08T18:47:56,"Koss, McLaughlin and Mayer",food_dining,6.8,Gina,Grimes,F,444 Robert Mews,Clarks Mills,PA,Energy manager,CAD
2020-04-17T16:19:19,Stoltenberg-Beatty,shopping_pos,4.16,Mark,Wood,M,854 Walker Dale Suite 488,Bowdoin,ME,"Engineer, electronics",CAD
2019-07-25T21:52:23,Douglas-White,entertainment,8.2,Joel,Rivera,M,121 Solis Summit Apt. 934,Tryon,OK,"Psychotherapist, child",USD
2019-06-29T23:21:08,Torphy-Goyette,shopping_pos,806.06,Jeffrey,Vargas,M,478 Alexandria Mount,Bolton,NC,"Engineer, biomedical",CAD
2019-06-12T17:30:07,Erdman-Schaden,personal_care,45.66,Taylor,Khan,F,658 Diane Glen Apt. 677,North Washington,PA,Patent attorney,USD
2019-05-15T13:37:07,Kerluke-Abshire,shopping_net,1468.08,Timothy,Gomez,M,707 Anthony Causeway,Leo,IN,Biomedical engineer,CAD
2019-01-21T03:49:44,Kuvalis Ltd,gas_transport,52.76,Tara,Richards,F,4879 Cristina Station,Keisterville,PA,Systems developer,CAD
2019-03-01T08:24:17,"Schaefer, Maggio and Daugherty",gas_transport,75.32,Hannah,Thomas,F,1004 Willis Pass,Hedley,TX,Early years teacher,CAD
2019-07-26T12:11:19,"McLaughlin, Armstrong and Koepp",travel,8.92,Gina,Morrison,F,41851 Victor Drives Suite 219,Allentown,PA,"Scientist, research (maths)",CAD
2019-02-08T11:52:16,"Connelly, Reichert and Fritsch",gas_transport,94.17,Meredith,Ayala,F,7107 Henderson Station,Cascade Locks,OR,Barrister,CAD
2020-01-17T18:17:39,Kerluke-Abshire,shopping_net,251.67,Mary,Wall,F,2481 Mills Lock,Plainfield,NJ,Leisure centre manager,USD
2019-05-17T11:09:08,"Goldner, Kovacek and Abbott",grocery_pos,101.79,Tammie,Harper,F,57887 Gutierrez Harbor,Westfir,OR,Forensic psychologist,USD
2020-01-03T15:43:28,Shields-Wunsch,health_fitness,33.93,Regina,Johnston,F,641 Steven Mall Apt. 299,Westhampton Beach,NY,Financial trader,CAD
2019-05-25T14:12:25,Barton LLC,kids_pets,57.86,Eddie,Mendez,M,1831 Faith View Suite 653,Clarinda,IA,IT trainer,CAD
2019-02-24T20:58:18,Gulgowski LLC,home,55.01,Megan,Murphy,F,53696 Laura Radial,Holstein,NE,Telecommunications researcher,CAD
2019-09-30T15:48:13,Hilpert-Conroy,kids_pets,49.0,Michael,Lee,M,7915 Dawn Roads Apt. 544,Shelter Island,NY,Clinical biochemist,CAD
2019-02-15T21:34:41,Jast and Sons,food_dining,65.49,Christina,Rose,F,1984 Taylor Island Suite 836,Falls Church,VA,Chartered accountant,USD
2019-08-22T19:39:06,"Hettinger, McCullough and Fay",home,7.33,Tina,Zimmerman,F,3595 Susan Island Suite 063,Thomas,OK,Barrister,USD
2019-04-28T21:36:39,Boyer PLC,shopping_net,125.16,Allison,Ayala,F,87665 Karen Mill Apt. 586,Fort Myers,FL,Paramedic,CAD
2019-09-02T22:27:18,Torphy-Goyette,shopping_pos,4.78,Robert,Martinez,M,3683 Parrish Circles,Pueblo,CO,Further education lecturer,CAD
2019-05-27T16:04:52,Medhurst Inc,home,51.55,Rick,Martinez,M,062 Poole Hollow Apt. 815,Deadwood,SD,Multimedia programmer,CAD
2019-10-08T01:35:12,"Olson, Becker and Koch",gas_transport,92.14,Cassandra,Sanders,F,78117 George Mountains,Paauilo,HI,"Scientist, research (maths)",CAD
2019-09-06T04:56:37,Kutch LLC,gas_transport,61.02,Kristen,Allen,F,8619 Lisa Manors Apt. 871,Lagrange,WY,Product/process development scientist,CAD
2019-08-23T05:42:01,Hudson-Ratke,grocery_pos,107.78,Craig,Franco,M,9242 Vanessa Ramp Apt. 525,Smithfield,IL,Futures trader,CAD
2019-02-19T14:43:54,"Ledner, Hartmann and Feest",health_fitness,35.3,Brian,Williams,M,32941 Krystal Mill Apt. 552,Titusville,FL,Set designer,CAD
2019-12-15T17:06:10,Fadel Inc,health_fitness,75.38,Jason,Murphy,M,542 Steve Curve Suite 011,Collettsville,NC,Soil scientist,CAD
2020-06-03T07:13:46,Skiles-Ankunding,grocery_net,72.3,Jim,Johnson,M,868 Brady Mill Apt. 837,Gretna,LA,Biomedical scientist,CAD
2020-02-02T17:29:26,Medhurst PLC,shopping_net,4.02,Patricia,Leach,F,71309 Martinez Stravenue,Kingsport,TN,Warden/ranger,CAD
2019-08-05T02:39:36,Harris Inc,gas_transport,47.86,Christine,Best,F,68248 Deanna Land,Enola,AR,"Physicist, medical",CAD
2020-05-08T19:39:03,Swift PLC,kids_pets,87.28,Angie,Jones,F,6970 Blake Trail,Clearwater,FL,"Geneticist, molecular",CAD
2019-10-09T11:53:17,Bartoletti-Wunsch,gas_transport,67.61,David,Serrano,M,4739 Martin Common,Zaleski,OH,Accounting technician,CAD
2019-06-30T10:40:05,"Wintheiser, Dietrich and Schimmel",misc_pos,5.15,Martin,Duarte,M,6251 Payne Flats Apt. 581,Luzerne,MI,General practice doctor,CAD
2019-10-08T09:49:28,Kutch and Sons,grocery_pos,97.06,Jesse,Roberts,M,8415 Vaughn Squares Apt. 788,Acworth,NH,Naval architect,CAD
2019-12-02T08:53:58,"Okuneva, Schneider and Rau",shopping_pos,127.78,Louis,Fisher,M,45654 Hess Rest,Fort Washakie,WY,Freight forwarder,CAD
2020-05-26T23:41:53,Little Ltd,kids_pets,45.91,Tabitha,Reyes,F,20938 Barbara Viaduct,New York City,NY,"Pharmacist, hospital",USD
2020-03-15T18:41:02,Reilly LLC,home,97.95,Theresa,Powell,F,117 Natasha Vista Suite 936,Leonard,TX,Sub,USD
2019-06-17T06:22:35,"Lind, Huel and McClure",gas_transport,111.15,Monica,West,F,22084 Smith Roads Suite 776,Hurley,SD,Neurosurgeon,CAD
2020-03-01T23:06:56,Gottlieb-Hansen,personal_care,7.4,Jerry,Kelly,M,3539 Mckenzie Stream,Fairview,NJ,"Programmer, multimedia",CAD
2019-03-21T17:59:25,Stoltenberg-Beatty,shopping_pos,6.15,Elizabeth,Mckee,F,358 Pruitt Square,Jay,FL,Higher education careers adviser,CAD
2019-12-15T08:56:57,"Stehr, Jewess and Schimmel",misc_net,166.4,Sally,Moore,F,835 Reese Views Suite 884,Hopkins,SC,Chiropodist,CAD
2020-05-24T19:10:23,Howe PLC,entertainment,81.4,Kurt,Peters,M,7290 Ashlee Keys,Kissee Mills,MO,"Engineer, agricultural",CAD
2019-01-25T07:40:52,McGlynn-Jaskolski,misc_pos,5.1,George,Smith,M,7377 Walton Extensions Apt. 979,Dallas,TX,"Designer, interior/spatial",USD
2019-08-19T14:52:10,Gislason Group,misc_pos,2.18,Mackenzie,Smith,F,7178 Willis Drive,Hooper,NE,"Engineer, automotive",CAD
2019-02-15T04:48:12,Doyle Ltd,grocery_pos,59.69,Kylie,Kirby,F,79816 Jackson Squares,Shedd,OR,Radio broadcast assistant,USD
2019-03-27T13:04:06,"Runolfsdottir, Mueller and Hand",entertainment,99.48,Tammy,Maldonado,F,3312 Rachel Parks Suite 474,Stittville,NY,Systems analyst,CAD
2020-01-20T15:42:03,Bode-Schuster,kids_pets,111.6,Jack,Hill,M,5916 Susan Bridge Apt. 939,Grenada,CA,Systems analyst,CAD
2019-05-24T00:25:29,Funk Group,grocery_net,30.68,Monica,Cohen,F,864 Reynolds Plains,Uledi,PA,Tree surgeon,CAD
2020-03-30T08:06:35,"Greenholt, Jacobi and Gleason",gas_transport,67.16,Gloria,Wallace,F,234 Bridges Wells Apt. 389,Center Tuftonboro,NH,"Optician, dispensing",CAD
2019-05-19T00:22:34,"Moen, Reinger and Murphy",grocery_pos,151.13,Elizabeth,Payne,F,897 Daugherty Mission,Grassflat,PA,Pension scheme manager,CAD
2019-03-25T10:43:09,McCullough Group,grocery_net,51.57,Tammy,Davis,F,77663 Colleen Freeway,Moundsville,WV,Physiotherapist,CAD
2019-04-12T03:05:31,"Nicolas, Hills and McGlynn",entertainment,58.85,John,Chandler,M,88325 Brandon Greens Apt. 477,Detroit,MI,Broadcast presenter,CAD
2020-04-19T05:04:54,"Kuhic, Bins and Pfeffer",shopping_net,79.8,William,Jenkins,M,50614 Kevin Point,Harper,TX,"Pharmacist, community",USD
2019-08-11T12:36:03,Renner Ltd,home,2.52,Crystal,Fuller,F,000 Jennifer Mills,Issaquah,WA,Osteopath,CAD
2019-03-02T07:15:49,Parisian and Sons,gas_transport,62.45,Kyle,Park,M,7507 Larry Passage Suite 859,Mount Perry,OH,Barrister's clerk,CAD
2019-09-22T04:50:36,"Zieme, Bode and Dooley",gas_transport,58.55,Rick,Martinez,M,062 Poole Hollow Apt. 815,Deadwood,SD,Multimedia programmer,CAD
2019-10-01T12:08:42,"Conroy, Balistreri and Gorczany",health_fitness,53.96,Jessica,Werner,F,4529 Cannon Alley,Center Point,WV,Chief Executive Officer,CAD
2020-02-16T22:59:46,"Welch, Rath and Koepp",entertainment,14.19,Jared,Walters,M,3326 Hannah Fords,Cord,AR,"Designer, ceramics/pottery",CAD
2019-07-13T06:49:28,"Eichmann, Bogan and Rodriguez",gas_transport,48.78,Susan,Shah,F,9016 Jordan Bypass Apt. 516,Cranks,KY,"Psychologist, counselling",CAD
2019-03-16T12:05:08,Fisher Inc,shopping_net,1.18,Brenda,Perez,F,033 Tara Brook Suite 523,Coyle,OK,Amenity horticulturist,CAD
2020-05-28T15:07:39,Kris-Kertzmann,travel,3.7,Renee,Parrish,F,174 Jennifer Meadow Apt. 467,Mountain Park,OK,Research scientist (life sciences),CAD
2019-07-27T05:07:01,Mohr-Bayer,shopping_net,47.65,Christopher,Castaneda,M,1632 Cohen Drive Suite 639,High Rolls Mountain Park,NM,Naval architect,CAD
2019-06-22T19:32:07,"Roberts, Ryan and Smith",personal_care,57.07,Billy,Gallagher,M,673 Delgado Burg,Greenwich,NJ,Insurance risk surveyor,CAD
2019-03-13T14:20:33,Bahringer-Streich,food_dining,245.78,Kelsey,Richards,F,889 Sarah Station Suite 624,Holcomb,KS,Arboriculturist,USD
2019-08-14T20:44:37,"Moore, Williamson and Emmerich",home,16.28,Kathleen,Martin,F,659 Nicole Cove Suite 560,New Waverly,TX,"Scientist, biomedical",CAD
2019-04-14T13:01:21,"Ritchie, Bradtke and Stiedemann",travel,8.14,Erik,Patterson,M,162 Jessica Row Apt. 072,Hatch,UT,Geoscientist,CAD
2020-01-15T14:54:42,"Haley, Batz and Auer",health_fitness,4.63,Jessica,Jordan,F,071 Wise Trace,Coleharbor,ND,Make,CAD
2019-06-29T07:48:07,Rutherford-Mertz,grocery_pos,101.07,Hannah,Thomas,F,1004 Willis Pass,Hedley,TX,Early years teacher,CAD
2019-12-01T09:33:35,Kemmer-Buckridge,misc_pos,100.62,Daniel,Martinez,M,8510 Acevedo Burgs,Kent,OR,Museum education officer,CAD
2020-03-18T01:20:36,Herzog Ltd,misc_pos,9.07,Robert,James,M,92021 Miranda Meadows,Tamaroa,IL,"Development worker, community",USD
2020-05-03T16:15:51,Quitzon-Goyette,home,18.56,Antonio,Koch,M,8738 Richard Brooks,Moab,UT,Location manager,CAD
2019-03-05T03:16:26,"Hayes, Marquardt and Dibbert",misc_net,5.06,Erika,Mason,F,083 Karen Island Apt. 656,Goreville,IL,"Teacher, secondary school",CAD
2020-01-20T18:30:41,"Hyatt, Russel and Gleichner",health_fitness,2.49,Melvin,Wright,M,210 Dean Causeway Suite 130,Alton,IA,"Engineer, land",CAD
2019-01-30T15:40:26,"Metz, Russel and Metz",kids_pets,20.08,Andrew,Mcgee,M,4130 Tiffany Glen Apt. 562,San Antonio,TX,Exhibition designer,CAD
2020-02-13T12:19:05,"Eichmann, Hayes and Treutel",travel,2.72,James,Baldwin,M,3603 Mitchell Court,Winfield,WV,Exhibition designer,CAD
2019-09-15T01:27:37,"Romaguera, Cruickshank and Greenholt",shopping_net,5.48,Melissa,Krause,F,67632 Martin Gateway,Fordoche,LA,Community education officer,CAD
2019-06-30T15:31:58,"Yost, Schamberger and Windler",kids_pets,24.26,Karen,Gordon,F,543 Ware Path Apt. 593,Utica,MO,Land/geomatics surveyor,CAD
2020-03-30T19:20:15,Hoppe-Parisian,kids_pets,28.43,Rebecca,Erickson,F,594 Berry Lights Apt. 392,Wilmington,NC,English as a second language teacher,CAD
2019-10-11T12:32:52,Buckridge PLC,misc_pos,550.35,Carol,Dillon,F,27479 Reeves Dale,Whaleyville,MD,Regulatory affairs officer,USD
2019-06-17T13:18:31,"Welch, Rath and Koepp",entertainment,255.86,Keith,Sanders,M,8030 Beck Motorway,Moorhead,MS,Chartered public finance accountant,CAD
2019-12-12T22:25:49,Bednar PLC,kids_pets,91.19,William,Fitzgerald,M,715 Courtney Pike Suite 932,Keller,TX,Probation officer,CAD
2020-01-09T15:31:44,"Weimann, Kuhic and Beahan",shopping_pos,2.57,Scott,Fuller,M,861 Karen Common,Haw River,NC,Paramedic,CAD
2019-08-18T13:21:50,"Labadie, Treutel and Bode",shopping_net,8.92,Pamela,Curtis,F,8969 Fuentes Station Apt. 291,Mill Creek,PA,Archaeologist,CAD
2020-05-03T09:56:28,"Kutch, Hermiston and Farrell",gas_transport,62.58,Lori,Bishop,F,08056 Alvarado Club Suite 699,Phoenix,AZ,Counselling psychologist,CAD
2019-05-19T21:41:01,Bashirian Group,shopping_net,6.11,Timothy,Kirby,M,7309 Sophia Causeway Suite 702,Sauk Rapids,MN,Hydrographic surveyor,CAD
2019-08-26T19:29:14,"Hermiston, Russel and Price",food_dining,64.67,Tyler,Garcia,M,408 Bradley Rest,Doe Hill,VA,Dance movement psychotherapist,CAD
2020-05-23T21:10:36,Turner and Sons,shopping_pos,46.73,Terri,Bailey,F,508 Erin Mount,Daly City,CA,"Buyer, industrial",USD
2020-01-12T07:27:32,Hudson-Ratke,grocery_pos,111.37,Emily,Hall,F,8851 Reese Neck,Basye,VA,"Engineer, mining",CAD
2019-07-28T01:02:58,"Schuppe, Nolan and Hoeger",shopping_pos,140.69,Christian,Roman,M,495 Fisher Throughway,Grand Junction,TN,Clothing/textile technologist,CAD
2019-10-19T15:10:08,Connelly-Carter,home,70.66,Julia,Bell,F,576 House Crossroad,West Sayville,NY,Film/video editor,USD
2020-06-12T04:30:37,"Fadel, Mertz and Rippin",entertainment,235.98,Judith,Moss,F,46297 Benjamin Plains Suite 703,Washington Court House,OH,Television floor manager,CAD
2020-05-11T12:44:06,Schaefer Ltd,kids_pets,95.16,Billy,Mcdonald,M,304 Ryan Port Suite 335,Camden,MO,Colour technologist,CAD
2019-11-23T15:54:48,Altenwerth-Kilback,home,57.68,Bridget,Bowen,F,49120 Regina Island Apt. 170,Port Saint Lucie,FL,Primary school teacher,USD
2019-11-22T21:28:32,Kuhn Group,food_dining,4.36,James,Baldwin,M,3603 Mitchell Court,Winfield,WV,Exhibition designer,CAD
2020-01-04T05:28:57,Cole PLC,grocery_pos,81.67,Stephanie,Gill,F,43039 Riley Greens Suite 393,Orient,WA,Special educational needs teacher,CAD
2019-12-09T23:37:26,Bode-Rempel,kids_pets,25.85,Lori,Rodriguez,F,12087 Michael Light,Creola,OH,"Copywriter, advertising",CAD
2019-05-18T05:46:43,Kling-Grant,grocery_net,38.96,Kristina,Stewart,F,47029 Jimmy Tunnel Apt. 106,Newhall,CA,Health physicist,CAD
2019-11-11T07:13:27,"Connelly, Reichert and Fritsch",gas_transport,77.4,Debbie,Payne,F,204 Ashley Neck Apt. 169,Preston,CT,Broadcast presenter,CAD
2019-11-24T14:40:18,Dibbert and Sons,entertainment,36.71,Tyler,Mills,M,7838 Jason Squares,Elizabethtown,KY,Surgeon,CAD
2019-02-19T08:50:40,Goodwin-Nitzsche,grocery_pos,117.98,Mark,Brown,M,8580 Moore Cove,Wales,AK,"Administrator, education",CAD
2019-12-23T17:59:54,"Boehm, Predovic and Reinger",misc_pos,11.52,Erin,Chavez,F,3379 Williams Common,Littleton,CO,Water engineer,CAD
2020-01-05T11:17:50,Shields Inc,grocery_net,89.62,Michael,Johnson,M,094 Owens Underpass,Norwalk,CA,Firefighter,USD
2019-09-11T17:12:16,"Hagenes, Kohler and Hoppe",food_dining,14.43,Gary,Martinez,M,03512 Jackson Ports,Reno,NV,Immunologist,USD
2019-01-02T17:23:20,"Fadel, Mertz and Rippin",entertainment,113.77,Donna,Moreno,F,32301 Albert River Suite 364,Ronceverte,WV,Statistician,CAD
2019-11-03T20:51:27,Schulist Ltd,food_dining,93.0,Regina,Johnston,F,641 Steven Mall Apt. 299,Westhampton Beach,NY,Financial trader,USD
2019-11-11T18:32:25,Berge-Hills,kids_pets,8.7,Robert,Drake,M,463 Willie Estates,Burbank,OK,Sub,USD
2019-09-07T19:17:34,Emmerich-Rau,personal_care,51.81,Jennifer,Black,F,2870 Bean Terrace Apt. 756,Thomas,WV,Forensic psychologist,USD
2019-10-24T14:40:51,Streich Ltd,home,38.04,Judith,Moss,F,46297 Benjamin Plains Suite 703,Washington Court House,OH,Television floor manager,USD
2019-10-10T19:09:56,Mosciski Group,travel,1.38,Nicholas,Mcmahon,M,2123 Jonathan Falls Suite 753,Heiskell,TN,"Geologist, wellsite",CAD
2019-04-04T22:34:23,"Medhurst, Labadie and Gottlieb",travel,9.44,Francisco,Kemp,M,9554 Flores Drive,Arnold,MO,Land/geomatics surveyor,CAD
2019-06-09T17:36:20,Koelpin and Sons,misc_net,8.83,Monica,Tucker,F,302 Christina Islands,Smiths Grove,KY,"Therapist, sports",CAD
2020-01-05T23:55:34,Medhurst PLC,shopping_net,2.49,Paula,Estrada,F,350 Stacy Glens,Spencer,SD,"Development worker, international aid",CAD
2019-11-19T16:56:00,"Daugherty, Pouros and Beahan",shopping_pos,6.58,Kayla,Jones,F,6033 Young Track Suite 804,East Canaan,CT,Comptroller,USD
